1,peanut,13.61,3,75.31034483,6,0,44.28571429,9.066666667,30.55172414,22,1,348.7037037,1,0,66.03448276,0,21.25925926,37,1270.208333,436.2173913,5,55.5,16,2,0,14.96551724,0,108.2962963,19.86206897,2.24137931,7.655172414,1,0,6.689655172,0,6.586206897,0,47.48148148,0,11.4137931,3,108.1034483,15.79310345,3,6.933333333,160.2068966,0,94.96428571,12,400.5172414,200.2413793,46.4137931,0,37.7037037,0,17,1,18,48.24137931,3,0,8,0.3,245.5517241,3,214.84
1,peanut,18.61,3,76.82758621,6,0,45.5,7.733333333,31.28571429,23,1,357.0909091,1,0,71.04347826,0,21.60714286,37.75862069,1302.714286,435.6206897,5,56.44444444,18,2,0,16,0,113.4074074,20.7037037,2.310344828,8,0.7,0,7,0,7.310344828,0,48.31034483,0,12,3,110.48,16.4137931,3,2.75,166.2758621,0,100.7586207,13,416.6206897,211.5925926,48.4137931,0,35.53333333,0,17.27586207,1,18.95652174,47.79310345,3,0,8.310344828,0,248.5862069,3,218
1,peanut,23.08,3.448275862,80.20689655,7,0,48.14814815,7,32.75,24,1.75862069,384.28,1,0,72.89655172,0,23,39.75862069,1376.923077,457.9310345,5,58.79166667,18.5862069,2,0,17,0,119.6363636,22.4137931,2.75862069,8.75862069,0.7,0,7.103448276,0,7.413793103,0,53.37931034,0,12,3,119.6956522,18,3,9.433333333,175.6896552,0,105,13.48275862,440.6296296,224.037037,51,0,38.75862069,0,18,1,18.93103448,49.79310345,3,0,8.724137931,0.333333333,256.6896552,2.666666667,224.1153846
1,peanut,17.05,3,76.26666667,6,0,45.5862069,5.433333333,31.7,23,1.266666667,359.3333333,1,0,68.73333333,0,21.44827586,38,1305.535714,422,5,55.93333333,17.17857143,2,0,16,0,119.9,20.21428571,2.2,8.4,1,0,6.5,0,7,0,48.62068966,0,11.53333333,3,111.7931034,16.43333333,3,8,163.04,0,97.68,12.53333333,404,207.2068966,48,0,34.93333333,0,17.63333333,1,18.46666667,47.53333333,3,0,8,0,241.9642857,2.333333333,211.3333333
1,peanut,10.93,3,69.03333333,6,0,40.20833333,6.833333333,27.72413793,20.37931034,1,315.6071429,1,0,61.06666667,0,18.48275862,33.65517241,1177.769231,394.5666667,4,52.30434783,15,1.4,0,13.17241379,0,103.7333333,17.23333333,2,6.724137931,1,0,5.733333333,0,6.3,0,43,0,10,2,100.3793103,14.37931034,2.466666667,18,143.5185185,0,91.46666667,10.7,352.2413793,181.3461538,42.64285714,0,32,0,15.6,1.266666667,16.83333333,43.46666667,3,0,8,0,233.1666667,2.6,206.9545455
1,peanut,16.49,3,74.4137931,6,0,43.64285714,6.24137931,29.72413793,22,1,344.7037037,1,0,66.31034483,0,20.45454545,36.55172414,1269.875,412.826087,5,54.17241379,16.86206897,2,0,15,0,105.5652174,20.13793103,2,7.689655172,0.733333333,0,6.206896552,0,7,0,48.25,0,11,2.310344828,110.8928571,16.20689655,3,8.7,158.037037,0,94.91666667,12,388.6551724,200.6551724,47,0,34.86206897,0,17,1,18.13793103,48.62068966,3,0,8,0,240.2962963,2.233333333,217.2916667
1,peanut,20.81,3,76.75862069,6,0,45.39285714,4.344827586,30.89285714,23,1,356.84,1,0,70.76,0,22.17241379,38,1305.807692,422.625,5,56.10344828,17.48275862,2,0,16,0,116.3793103,19.89655172,2,8.24137931,1,0,6.551724138,0,7,0,49.82758621,0,11,3,113.25,16.85714286,3,15,164.4482759,0,103.3448276,12.44827586,408.0344828,209.2413793,48,0,33.66666667,0,17.37931034,1,18.17241379,47.31034483,3,0,8.275862069,0.3,242.8518519,2.366666667,211.3448276
1,peanut,12.21,3,69.27272727,6,0,42.37037037,4.206896552,29.37931034,21.5862069,1,349.9310345,1,0,65.73076923,0,21,35.5862069,1239.8,401.2,5,53.86206897,16,2,0,14.34482759,0,110,19.14285714,2,7.517241379,0.733333333,0,6.172413793,0,7,0,47.10344828,0,10.5862069,2,108.7241379,15.75862069,3,11.75,155,0,99.96428571,11,387.04,197.6428571,46.48275862,0,33.06666667,0,16,1,18,47.24137931,3,0,8,0,236.0869565,2.533333333,203.7931034
1,peanut,6.29,2,55.17241379,4,0,31.24137931,4.965517241,22,16,1,243.8965517,1,0,46.62068966,0,15.20689655,26.48275862,940.5,320.4482759,3,43.86206897,11,1,0,10.34482759,0,78.37931034,11.68,1.733333333,4.551724138,0.666666667,0,4.620689655,0,4.724137931,0,31.37037037,0,6.259259259,1,75.7037037,10,2,13.28571429,109.6785714,0,68.82142857,7,268.2758621,136.8965517,33.44827586,0,24.06666667,0,12.34482759,0,15,39.17241379,2,0,7,0.266666667,210.2758621,2,182.0769231
1,peanut,16.05,3,75.17241379,6,0,44.32142857,3.68,30.82758621,22.37931034,1,352.2083333,1,0,66.06896552,0,21.48275862,37,1285.44,416.2142857,5,56,17,2,0,14,0,118.2758621,20.5862069,2,7.689655172,1,0,6.448275862,0,7,0,47.17241379,0,11,3,109.3181818,16,3,13.25,161.7241379,0,105.6666667,12,404.2758621,206.3214286,47.93103448,0,33.86666667,0,17,1,18.84615385,48.65517241,3,0,8,0,241.4827586,2,217.3846154
1,peanut,14.42,3,36.13793103,6,0,43.26923077,5.266666667,30.37931034,34,1,344.1851852,1,0,67.48,0,20,36,1254.083333,707.2608696,9,55,16,2,0,14.4137931,0,115.4137931,18.7037037,2.344827586,53.36,1,0,8,0,115.9310345,0,47.37931034,0,0,2,108.862069,16,6,9.433333333,104.5172414,0,95.10344828,12,389.8965517,151,46,0,31.86666667,0,16.65517241,1,4,46.34482759,3,1.111111111,8,0,237.5555556,2,205.0666667
1,peanut,18.46,3,38,6,0,44.85714286,3.413793103,31.1,35.36666667,1,355.6538462,1,0,70.25925926,0,21.14814815,37.56666667,1307.535714,734.9,10,56.21428571,18,2,0,16,0,117.5,20.13333333,2.266666667,54.23076923,1,0,8.7,0,124.4166667,0,49.55172414,0,0,3,115.137931,16.63333333,6,14.07407407,109.3103448,0,104.8,12,407.1724138,158.5517241,48.86666667,0,33.63333333,0,17,1,4,46.56666667,3,0.896551724,8,0,241.6071429,2.4,219.0333333
1,peanut,11.66,3,34.27586207,6,0,39.38461538,2.666666667,27.72413793,31.42857143,1,318.137931,1,0,59.83333333,0,18.83333333,33.5,1165.142857,674.8275862,8.5,52.44,14.86666667,2,0,14,0,107.4333333,16.89655172,1.533333333,47.14814815,0.733333333,0,7.6,0,104.5666667,0,42.76923077,0,0,2,100.9310345,14.27586207,5.466666667,10.73333333,94.55172414,0,92.33333333,10,354,138.137931,43.95454545,0,27.2,0,15,1,4,41.80769231,3,1.9,8,0,230.6071429,2,206.84
